%time Wind Power_wind Frd
1740 10.203101308 8821.34062476 3.38104087119
1741 10.203101308 8821.78225609 3.38439815186
1742 10.203101308 8822.21549051 3.38769153866
1743 10.203101308 8822.64027037 3.39092059337
1744 10.203101308 8823.05653897 3.39408488474
1745 10.203101308 8823.46424049 3.39718398855
1746 10.203101308 8823.86332007 3.40021748766
1747 10.203101308 8824.25372378 3.40318497209
1748 10.203101308 8824.63539863 3.40608603901
1749 10.203101308 8825.00829259 3.40892029288
1750 10.203101308 8825.37235459 3.41168734543
1751 10.203101308 8825.72753452 3.41438681576
1752 10.203101308 8826.07378324 3.41701833035
1753 10.203101308 8826.41105259 3.41958152316
1754 10.203101308 8826.73929542 3.42207603563
1755 10.203101308 8827.05846553 3.42450151676
1756 10.203101308 8827.36851776 3.42685762316
1757 10.203101308 8827.66940792 3.42914401909
1758 10.203101308 8827.96109287 3.43136037648
1759 10.203101308 8828.24353045 3.43350637505
1760 10.203101308 8828.51667955 3.43558170227
1761 10.203101308 8828.78050007 3.43758605347
1762 10.203101308 8829.03495297 3.43951913186
1763 10.203101308 8829.28000024 3.44138064856
1764 10.203101308 8829.5156049 3.44317032267
1765 10.203101308 8829.74173104 3.44488788131
1766 10.203101308 8829.95834382 3.44653305963
1767 10.203101308 8830.16540945 3.44810560091
1768 10.203101308 8830.3628952 3.44960525653
1769 10.203101308 8830.55076943 3.45103178607
1770 10.203101308 8830.72900157 3.45238495731
1771 10.203101308 8830.89756215 3.4536645463
1772 10.203101308 8831.05642277 3.45487033736
1773 10.203101308 8831.20555613 3.45600212315
1774 10.203101308 8831.34493605 3.4570597047
1775 10.203101308 8831.47453742 3.45804289142
1776 10.203101308 8831.59433626 3.45895150117
1777 10.203101308 8831.70430969 3.45978536028
1778 10.203101308 8831.80443598 3.46054430356
1779 10.203101308 8831.89469447 3.46122817437
1780 10.203101308 8831.97506566 3.46183682462
1781 10.203101308 8832.04553118 3.46237011483
1782 10.203101308 8832.10607378 3.46282791414
1783 10.203101308 8832.15667736 3.46321010033
1784 10.203101308 8832.19732694 3.46351655988
1785 10.203101308 8832.2280087 3.46374718795
1786 10.203101308 8832.24870997 3.46390188846
1787 10.203101308 8832.25941924 3.46398057407
1788 10.203101308 8832.26012612 3.46398316625
1789 10.203101308 8832.25082141 3.46390959524
1790 10.203101308 8832.23149706 3.46375980014
1791 10.203101308 8832.20214619 3.4635337289
1792 10.203101308 8832.16276307 3.46323133832
1793 10.203101308 8832.11334315 3.46285259411
1794 10.203101308 8832.05388305 3.4623974709
1795 10.203101308 8831.98438057 3.46186595223
1796 10.203101308 8831.90483468 3.4612580306
1797 10.203101308 8831.81524552 3.46057370747
1798 10.203101308 8831.71561443 3.45981299328
1799 10.203101308 8831.60594392 3.45897590747
1800 10.249186495 8831.48623767 3.45806247847
1801 10.249186495 8831.35650205 3.45707275534
1802 10.249186495 8831.21675208 3.45600685297
1803 10.249186495 8831.06699588 3.45486483248
1804 10.249186495 8830.90723692 3.45364672087
1805 10.249186495 8830.73748775 3.4523526143
1806 10.249186495 8830.55776057 3.45098260558
1807 10.249186495 8830.36806518 3.44953676955
1808 10.249186495 8830.16841568 3.44801521411
1809 10.249186495 8829.95882753 3.44641805692
1810 10.249186495 8829.73931546 3.44474541046
1811 10.249186495 8829.50989651 3.44299740473
1812 10.249186495 8829.27058931 3.44117418182
1813 10.249186495 8829.02141282 3.43927588613
1814 10.249186495 8828.76238748 3.43730267364
1815 10.249186495 8828.49353526 3.43525471175
1816 10.249186495 8828.21487894 3.43313217405
1817 10.249186495 8827.92644253 3.43093524362
1818 10.249186495 8827.62825144 3.42866411403
1819 10.249186495 8827.32033211 3.42631898678
1820 10.249186495 8827.00271217 3.42390007231
1821 10.249186495 8826.67542051 3.42140759081
1822 10.249186495 8826.33848718 3.41884177115
1823 10.249186495 8825.99194337 3.41620285102
1824 10.249186495 8825.63582153 3.41349107749
1825 10.249186495 8825.27015525 3.41070670648
1826 10.249186495 8824.8949793 3.40785000282
1827 10.249186495 8824.51032965 3.40492124041
1828 10.249186495 8824.11624343 3.40192070212
1829 10.249186495 8823.71275895 3.39884867967
1830 10.249186495 8823.2999157 3.39570547377
1831 10.249186495 8822.87775433 3.39249139402
1832 10.249186495 8822.44631666 3.38920675889
1833 10.249186495 8822.00564568 3.3858518957
1834 10.249186495 8821.55578554 3.38242714063
1835 10.249186495 8821.09678155 3.37893283867
1836 10.249186495 8820.62868017 3.37536934358
1837 10.249186495 8820.15152901 3.3717370179
1838 10.249186495 8819.66537684 3.36803623289
1839 10.249186495 8819.17027355 3.36426736852
1840 10.249186495 8818.66627021 3.36043081345
1841 10.249186495 8818.153419 3.35652696497
1842 10.249186495 8817.63177323 3.35255622898
1843 10.249186495 8817.10138734 3.34851901998
1844 10.249186495 8816.56231691 3.344415761
1845 10.249186495 8816.01461863 3.34024688358
1846 10.249186495 8815.45835029 3.33601282774
1847 10.249186495 8814.89357082 3.33171404195
1848 10.249186495 8814.32034021 3.32735098305
1849 10.249186495 8813.73871959 3.32292411625
1850 10.249186495 8813.14877116 3.31843391509
1851 10.249186495 8812.55055823 3.31388086136
1852 10.249186495 8811.94414516 3.30926544509
1853 10.249186495 8811.32959741 3.3045881645
1854 10.249186495 8810.70698151 3.29984952595
1855 10.249186495 8810.07636503 3.29505004388
1856 10.249186495 8809.43781664 3.29019024079
1857 10.249186495 8808.79140602 3.28527064716
1858 10.249186495 8808.13720392 3.28029180142
1859 10.249186495 8807.4752821 3.27525424991
1860 10.249186495 8806.8057134 3.27015854677
1861 10.249186495 8806.12857163 3.26500525396
1862 10.249186495 8805.44393165 3.25979494115
1863 10.249186495 8804.75186931 3.25452818571
1864 10.249186495 8804.05246148 3.24920557258
1865 10.249186495 8803.34578601 3.24382769431
1866 10.249186495 8802.63192174 3.2383951509
1867 10.249186495 8801.91094849 3.23290854983
1868 10.249186495 8801.18294704 3.22736850591
1869 10.249186495 8800.44799914 3.2217756413
1870 10.249186495 8799.7061875 3.21613058538
1871 10.249186495 8798.95759576 3.21043397473
1872 10.249186495 8798.20230851 3.20468645302
1873 10.249186495 8797.44041124 3.198888671
1874 10.249186495 8796.67199039 3.19304128636
1875 10.249186495 8795.89713328 3.18714496372
1876 10.249186495 8795.11592816 3.18120037454
1877 10.249186495 8794.32846414 3.17520819702
1878 10.249186495 8793.53483123 3.16916911608
1879 10.249186495 8792.73512029 3.16308382323
1880 10.249186495 8791.92942306 3.15695301654
1881 10.249186495 8791.11783212 3.15077740052
1882 10.249186495 8790.3004409 3.1445576861
1883 10.249186495 8789.47734364 3.13829459048
1884 10.249186495 8788.64863542 3.13198883711
1885 10.249186495 8787.81441211 3.12564115558
1886 10.249186495 8786.97477039 3.11925228155
1887 10.249186495 8786.12980773 3.11282295665
1888 10.249186495 8785.27962235 3.10635392842
1889 10.249186495 8784.42431327 3.09984595019
1890 10.249186495 8783.56398024 3.09329978105
1891 10.249186495 8782.69872375 3.0867161857
1892 10.249186495 8781.82864504 3.0800959344
1893 10.249186495 8780.95384605 3.07343980288
