%time Wind Power_wind
9764 11.9070250576 7723.55032106
9765 11.9070250576 7723.55030948
9766 11.9070250576 7723.55029635
9767 11.9070250576 7723.55029512
9768 11.9070250576 7723.55030616
9769 11.9070250576 7723.55031732
9770 11.9070250576 7723.55031725
9771 11.9070250576 7723.55030687
9772 11.9070250576 7723.5502975
9773 11.9070250576 7723.55029858
9774 11.9070250576 7723.55030824
9775 11.9070250576 7723.55031601
9776 11.9070250576 7723.55031414
9777 11.9070250576 7723.55030525
9778 11.9070250576 7723.5502989
9779 11.9070250576 7723.55030136
9780 11.9070250576 7723.55030946
9781 11.9070250576 7723.55031455
9782 11.9070250576 7723.55031168
9783 11.9070250576 7723.55030437
9784 11.9070250576 7723.55030038
9785 11.9070250576 7723.55030351
9786 11.9070250576 7723.55031006
9787 11.9070250576 7723.5503131
9788 11.9070250576 7723.55030981
9789 11.9070250576 7723.55030401
9790 11.9070250576 7723.55030178
9791 11.9070250576 7723.55030512
9792 11.9070250576 7723.55031022
9793 11.9070250576 7723.55031176
9794 11.9070250576 7723.55030845
9795 11.9070250576 7723.55030401
9796 11.9070250576 7723.55030304
9797 11.9070250576 7723.55030627
9798 11.9070250576 7723.55031009
9799 11.9070250576 7723.55031059
9800 11.9070250576 7723.5503075
9801 11.9070250576 7723.55030423
9802 11.9070250576 7723.55030412
9803 11.9070250576 7723.55030704
9804 11.9070250576 7723.5503098
9805 11.9070250576 7723.5503096
9806 11.9070250576 7723.55030687
9807 11.9070250576 7723.55030457
9808 11.9070250576 7723.55030501
9809 11.9070250576 7723.55030754
9810 11.9070250576 7723.55030942
9811 11.9070250576 7723.5503088
9812 11.9070250576 7723.5503065
9813 11.9070250576 7723.55030497
9814 11.9070250576 7723.55030572
9815 11.9070250576 7723.55030781
9816 11.9070250576 7723.55030902
9817 11.9070250576 7723.55030818
9818 11.9070250576 7723.5503063
9819 11.9070250576 7723.55030537
9820 11.9070250576 7723.55030626
9821 11.9070250576 7723.55030793
9822 11.9070250576 7723.55030863
9823 11.9070250576 7723.55030771
9824 11.9070250576 7723.55030624
9825 11.9070250576 7723.55030575
9826 11.9070250576 7723.55030666
9827 11.9070250576 7723.55030795
9828 11.9070250576 7723.55030827
9829 11.9070250576 7723.55030737
9830 11.9070250576 7723.55030626
9831 11.9070250576 7723.55030608
9832 11.9070250576 7723.55030694
9833 11.9070250576 7723.5503079
9834 11.9070250576 7723.55030796
9835 11.9070250576 7723.55030714
9836 11.9070250576 7723.55030634
9837 11.9070250576 7723.55030636
9838 11.9070250576 7723.55030713
9839 11.9070250576 7723.55030781
9840 11.9070250576 7723.55030771
9841 11.9070250576 7723.550307
9842 11.9070250576 7723.55030644
9843 11.9070250576 7723.55030659
9844 11.9070250576 7723.55030724
9845 11.9070250576 7723.5503077
9846 11.9070250576 7723.55030751
9847 11.9070250576 7723.55030691
9848 11.9070250576 7723.55030655
9849 11.9070250576 7723.55030677
9850 11.9070250576 7723.55030731
9851 11.9070250576 7723.55030759
9852 11.9070250576 7723.55030735
9853 11.9070250576 7723.55030687
9854 11.9070250576 7723.55030666
9855 11.9070250576 7723.5503069
9856 11.9070250576 7723.55030733
9857 11.9070250576 7723.55030748
9858 11.9070250576 7723.55030723
9859 11.9070250576 7723.55030686
9860 11.9070250576 7723.55030675
9861 11.9070250576 7723.550307
9862 11.9070250576 7723.55030733
9863 11.9070250576 7723.55030739
9864 11.9070250576 7723.55030715
9865 11.9070250576 7723.55030687
9866 11.9070250576 7723.55030684
9867 11.9070250576 7723.55030707
9868 11.9070250576 7723.55030731
9869 11.9070250576 7723.55030731
9870 11.9070250576 7723.55030709
9871 11.9070250576 7723.55030689
9872 11.9070250576 7723.55030691
9873 11.9070250576 7723.55030712
9874 11.9070250576 7723.55030728
9875 11.9070250576 7723.55030725
9876 11.9070250576 7723.55030706
9877 11.9070250576 7723.55030692
9878 11.9070250576 7723.55030697
